"from","to","weight","language"
"1","1",32,"FRA"
"1","2",883,"FRA"
"2","2",3,"FRA"
"1","3",33,"FRA"
"2","3",353,"FRA"
"3","3",6,"FRA"
"1","4",58,"FRA"
"2","4",5,"FRA"
"3","4",28,"FRA"
"1","5",583,"FRA"
"2","5",8,"FRA"
"3","5",328,"FRA"
"4","5",9,"FRA"
"5","5",3,"FRA"
"1","6",45,"FRA"
"2","6",71,"FRA"
"3","6",58,"FRA"
"4","6",107,"FRA"
"5","6",53,"FRA"
"1","7",73,"FRA"
"2","7",5,"FRA"
"3","7",25,"FRA"
"4","7",2,"FRA"
"5","7",4,"FRA"
"6","7",4,"FRA"
"7","7",5,"FRA"
"1","8",179,"FRA"
"2","8",91,"FRA"
"3","8",54,"FRA"
"4","8",77,"FRA"
"5","8",71,"FRA"
"6","8",15,"FRA"
"7","8",107,"FRA"
"8","8",1,"FRA"
"1","9",52,"FRA"
"2","9",24,"FRA"
"3","9",35,"FRA"
"4","9",5,"FRA"
"5","9",8,"FRA"
"6","9",6,"FRA"
"7","9",8,"FRA"
"8","9",64,"FRA"
"9","9",8,"FRA"
"1","10",18,"FRA"
"2","10",15,"FRA"
"3","10",13,"FRA"
"4","10",21,"FRA"
"5","10",13,"FRA"
"6","10",33,"FRA"
"7","10",17,"FRA"
"8","10",62,"FRA"
"9","10",9,"FRA"
"10","10",3,"FRA"
"1","11",20,"FRA"
"2","11",63,"FRA"
"3","11",13,"FRA"
"4","11",23,"FRA"
"5","11",77,"FRA"
"6","11",6,"FRA"
"7","11",9,"FRA"
"8","11",19,"FRA"
"9","11",4,"FRA"
"10","11",8,"FRA"
"11","11",1,"FRA"
"1","12",26,"FRA"
"2","12",14,"FRA"
"3","12",15,"FRA"
"4","12",13,"FRA"
"5","12",13,"FRA"
"6","12",52,"FRA"
"7","12",16,"FRA"
"8","12",31,"FRA"
"9","12",6,"FRA"
"10","12",10,"FRA"
"11","12",11,"FRA"
"12","12",2,"FRA"
"1","13",26,"FRA"
"2","13",3,"FRA"
"3","13",51,"FRA"
"4","13",5,"FRA"
"5","13",25,"FRA"
"6","13",137,"FRA"
"8","13",32,"FRA"
"9","13",37,"FRA"
"10","13",185,"FRA"
"11","13",22,"FRA"
"12","13",6,"FRA"
"13","13",3,"FRA"
"1","14",21,"FRA"
"2","14",15,"FRA"
"3","14",10,"FRA"
"4","14",8,"FRA"
"5","14",10,"FRA"
"6","14",10,"FRA"
"7","14",11,"FRA"
"8","14",26,"FRA"
"9","14",8,"FRA"
"10","14",6,"FRA"
"11","14",4,"FRA"
"12","14",6,"FRA"
"13","14",4,"FRA"
"14","14",5,"FRA"
"1","15",68,"FRA"
"2","15",2,"FRA"
"3","15",61,"FRA"
"4","15",1,"FRA"
"6","15",47,"FRA"
"8","15",13,"FRA"
"9","15",3,"FRA"
"10","15",2,"FRA"
"11","15",20,"FRA"
"12","15",14,"FRA"
"14","15",3,"FRA"
"1","16",2,"FRA"
"2","16",1,"FRA"
"3","16",1,"FRA"
"6","16",990,"FRA"
"8","16",10,"FRA"
"10","16",1,"FRA"
"12","16",2,"FRA"
"13","16",1,"FRA"
"1","17",30,"FRA"
"2","17",9,"FRA"
"3","17",65,"FRA"
"4","17",2,"FRA"
"5","17",19,"FRA"
"6","17",104,"FRA"
"7","17",1,"FRA"
"8","17",29,"FRA"
"9","17",21,"FRA"
"10","17",177,"FRA"
"11","17",14,"FRA"
"12","17",9,"FRA"
"13","17",2,"FRA"
"14","17",3,"FRA"
"1","18",18,"FRA"
"2","18",6,"FRA"
"3","18",2,"FRA"
"4","18",3,"FRA"
"5","18",4,"FRA"
"6","18",11,"FRA"
"7","18",3,"FRA"
"8","18",19,"FRA"
"9","18",6,"FRA"
"10","18",2,"FRA"
"11","18",3,"FRA"
"12","18",3,"FRA"
"13","18",5,"FRA"
"14","18",7,"FRA"
"16","18",1,"FRA"
"17","18",4,"FRA"
"18","18",3,"FRA"
"1","19",14,"FRA"
"2","19",93,"FRA"
"3","19",2,"FRA"
"4","19",136,"FRA"
"5","19",91,"FRA"
"6","19",20,"FRA"
"7","19",127,"FRA"
"8","19",17,"FRA"
"9","19",21,"FRA"
"10","19",13,"FRA"
"11","19",2,"FRA"
"12","19",4,"FRA"
"14","19",5,"FRA"
"15","19",65,"FRA"
"16","19",9,"FRA"
"17","19",3,"FRA"
"1","20",20,"FRA"
"2","20",70,"FRA"
"3","20",6,"FRA"
"4","20",86,"FRA"
"5","20",56,"FRA"
"6","20",25,"FRA"
"7","20",88,"FRA"
"8","20",17,"FRA"
"9","20",18,"FRA"
"10","20",5,"FRA"
"11","20",9,"FRA"
"12","20",3,"FRA"
"13","20",28,"FRA"
"15","20",6,"FRA"
"17","20",31,"FRA"
"18","20",4,"FRA"
"19","20",22,"FRA"
"20","20",1,"FRA"
"1","21",20,"FRA"
"2","21",18,"FRA"
"3","21",17,"FRA"
"4","21",17,"FRA"
"5","21",17,"FRA"
"6","21",58,"FRA"
"7","21",16,"FRA"
"8","21",27,"FRA"
"9","21",11,"FRA"
"10","21",3,"FRA"
"11","21",109,"FRA"
"12","21",15,"FRA"
"13","21",7,"FRA"
"14","21",2,"FRA"
"15","21",139,"FRA"
"17","21",5,"FRA"
"18","21",3,"FRA"
"20","21",5,"FRA"
"21","21",2,"FRA"
"1","22",18,"FRA"
"2","22",164,"FRA"
"3","22",6,"FRA"
"4","22",201,"FRA"
"5","22",66,"FRA"
"6","22",17,"FRA"
"7","22",126,"FRA"
"8","22",18,"FRA"
"9","22",25,"FRA"
"10","22",4,"FRA"
"11","22",5,"FRA"
"12","22",1,"FRA"
"13","22",70,"FRA"
"14","22",4,"FRA"
"15","22",32,"FRA"
"16","22",1,"FRA"
"17","22",41,"FRA"
"19","22",5,"FRA"
"20","22",1,"FRA"
"21","22",3,"FRA"
"1","23",3,"FRA"
"2","23",5,"FRA"
"3","23",5,"FRA"
"4","23",4,"FRA"
"5","23",4,"FRA"
"6","23",50,"FRA"
"7","23",6,"FRA"
"8","23",5,"FRA"
"9","23",1,"FRA"
"10","23",4,"FRA"
"11","23",70,"FRA"
"12","23",6,"FRA"
"13","23",3,"FRA"
"14","23",2,"FRA"
"17","23",1,"FRA"
"18","23",1,"FRA"
"19","23",1,"FRA"
"20","23",2,"FRA"
"21","23",7,"FRA"
"1","24",5,"FRA"
"2","24",99,"FRA"
"3","24",6,"FRA"
"4","24",123,"FRA"
"5","24",38,"FRA"
"6","24",11,"FRA"
"7","24",92,"FRA"
"8","24",12,"FRA"
"9","24",13,"FRA"
"10","24",3,"FRA"
"11","24",2,"FRA"
"12","24",3,"FRA"
"13","24",27,"FRA"
"14","24",2,"FRA"
"15","24",14,"FRA"
"17","24",19,"FRA"
"19","24",7,"FRA"
"20","24",2,"FRA"
"21","24",4,"FRA"
"22","24",1,"FRA"
"24","24",1,"FRA"
"1","25",44,"FRA"
"2","25",19,"FRA"
"3","25",25,"FRA"
"4","25",25,"FRA"
"5","25",8,"FRA"
"6","25",117,"FRA"
"7","25",15,"FRA"
"8","25",10,"FRA"
"9","25",1,"FRA"
"10","25",11,"FRA"
"11","25",53,"FRA"
"12","25",10,"FRA"
"13","25",23,"FRA"
"14","25",6,"FRA"
"15","25",4,"FRA"
"16","25",1,"FRA"
"17","25",14,"FRA"
"18","25",6,"FRA"
"19","25",10,"FRA"
"20","25",12,"FRA"
"22","25",6,"FRA"
"23","25",2,"FRA"
"24","25",3,"FRA"
"1","26",10,"FRA"
"2","26",67,"FRA"
"3","26",2,"FRA"
"4","26",92,"FRA"
"5","26",52,"FRA"
"6","26",13,"FRA"
"7","26",67,"FRA"
"8","26",14,"FRA"
"9","26",24,"FRA"
"10","26",1,"FRA"
"11","26",3,"FRA"
"12","26",2,"FRA"
"13","26",19,"FRA"
"15","26",2,"FRA"
"17","26",19,"FRA"
"19","26",4,"FRA"
"20","26",2,"FRA"
"21","26",4,"FRA"
"22","26",2,"FRA"
"23","26",1,"FRA"
"25","26",2,"FRA"
"1","27",8,"FRA"
"2","27",58,"FRA"
"3","27",5,"FRA"
"4","27",51,"FRA"
"5","27",29,"FRA"
"6","27",11,"FRA"
"7","27",46,"FRA"
"8","27",7,"FRA"
"9","27",36,"FRA"
"10","27",5,"FRA"
"11","27",4,"FRA"
"12","27",10,"FRA"
"13","27",43,"FRA"
"14","27",4,"FRA"
"15","27",10,"FRA"
"17","27",32,"FRA"
"18","27",4,"FRA"
"19","27",1,"FRA"
"20","27",1,"FRA"
"21","27",5,"FRA"
"22","27",2,"FRA"
"23","27",2,"FRA"
"24","27",2,"FRA"
"25","27",2,"FRA"
"26","27",1,"FRA"
"1","28",3,"FRA"
"2","28",2,"FRA"
"3","28",12,"FRA"
"6","28",14,"FRA"
"7","28",1,"FRA"
"8","28",11,"FRA"
"9","28",2,"FRA"
"11","28",20,"FRA"
"12","28",17,"FRA"
"13","28",24,"FRA"
"15","28",55,"FRA"
"17","28",22,"FRA"
"18","28",3,"FRA"
"19","28",1,"FRA"
"20","28",7,"FRA"
"21","28",1,"FRA"
"23","28",153,"FRA"
"25","28",5,"FRA"
"27","28",2,"FRA"
"1","29",116,"FRA"
"2","29",18,"FRA"
"3","29",15,"FRA"
"4","29",44,"FRA"
"5","29",2,"FRA"
"6","29",11,"FRA"
"7","29",21,"FRA"
"8","29",15,"FRA"
"9","29",11,"FRA"
"10","29",17,"FRA"
"11","29",5,"FRA"
"12","29",29,"FRA"
"13","29",6,"FRA"
"14","29",3,"FRA"
"16","29",1,"FRA"
"17","29",3,"FRA"
"18","29",12,"FRA"
"19","29",25,"FRA"
"20","29",4,"FRA"
"21","29",3,"FRA"
"22","29",4,"FRA"
"24","29",1,"FRA"
"25","29",5,"FRA"
"27","29",7,"FRA"
"28","29",8,"FRA"
"1","30",51,"FRA"
"2","30",1,"FRA"
"3","30",32,"FRA"
"4","30",3,"FRA"
"5","30",5,"FRA"
"7","30",5,"FRA"
"8","30",15,"FRA"
"9","30",3,"FRA"
"10","30",4,"FRA"
"11","30",1,"FRA"
"12","30",9,"FRA"
"14","30",1,"FRA"
"15","30",2,"FRA"
"18","30",3,"FRA"
"19","30",3,"FRA"
"20","30",20,"FRA"
"21","30",35,"FRA"
"22","30",3,"FRA"
"23","30",11,"FRA"
"24","30",5,"FRA"
"25","30",9,"FRA"
"26","30",1,"FRA"
"27","30",1,"FRA"
"1","31",2,"FRA"
"2","31",2,"FRA"
"4","31",4,"FRA"
"5","31",2,"FRA"
"6","31",155,"FRA"
"8","31",3,"FRA"
"10","31",3,"FRA"
"11","31",78,"FRA"
"12","31",8,"FRA"
"15","31",88,"FRA"
"19","31",3,"FRA"
"21","31",22,"FRA"
"23","31",42,"FRA"
"25","31",11,"FRA"
"26","31",1,"FRA"
"29","31",2,"FRA"
"1","32",6,"FRA"
"2","32",2,"FRA"
"3","32",11,"FRA"
"4","32",9,"FRA"
"5","32",8,"FRA"
"6","32",1,"FRA"
"7","32",2,"FRA"
"8","32",2,"FRA"
"9","32",2,"FRA"
"10","32",2,"FRA"
"11","32",169,"FRA"
"12","32",3,"FRA"
"13","32",3,"FRA"
"17","32",2,"FRA"
"18","32",9,"FRA"
"20","32",4,"FRA"
"22","32",3,"FRA"
"23","32",2,"FRA"
"24","32",3,"FRA"
"25","32",9,"FRA"
"26","32",9,"FRA"
"1","33",49,"FRA"
"2","33",2,"FRA"
"3","33",12,"FRA"
"5","33",1,"FRA"
"6","33",1,"FRA"
"8","33",5,"FRA"
"10","33",1,"FRA"
"12","33",6,"FRA"
"13","33",1,"FRA"
"17","33",1,"FRA"
"18","33",1,"FRA"
"19","33",7,"FRA"
"20","33",7,"FRA"
"22","33",13,"FRA"
"24","33",2,"FRA"
"26","33",3,"FRA"
"27","33",7,"FRA"
"30","33",1,"FRA"
"31","33",1,"FRA"
"32","33",1,"FRA"
"1","34",8,"FRA"
"2","34",7,"FRA"
"3","34",3,"FRA"
"4","34",3,"FRA"
"5","34",10,"FRA"
"7","34",11,"FRA"
"8","34",11,"FRA"
"9","34",11,"FRA"
"10","34",1,"FRA"
"12","34",7,"FRA"
"13","34",4,"FRA"
"14","34",2,"FRA"
"17","34",4,"FRA"
"18","34",1,"FRA"
"19","34",1,"FRA"
"20","34",2,"FRA"
"21","34",36,"FRA"
"22","34",3,"FRA"
"24","34",2,"FRA"
"25","34",14,"FRA"
"28","34",2,"FRA"
"29","34",1,"FRA"
"31","34",22,"FRA"
"32","34",118,"FRA"
"33","34",5,"FRA"
"1","35",19,"FRA"
"2","35",2,"FRA"
"3","35",8,"FRA"
"4","35",8,"FRA"
"5","35",6,"FRA"
"6","35",1,"FRA"
"7","35",3,"FRA"
"8","35",10,"FRA"
"9","35",2,"FRA"
"10","35",2,"FRA"
"12","35",1,"FRA"
"13","35",1,"FRA"
"14","35",1,"FRA"
"15","35",9,"FRA"
"19","35",5,"FRA"
"20","35",8,"FRA"
"21","35",31,"FRA"
"23","35",30,"FRA"
"25","35",65,"FRA"
"26","35",2,"FRA"
"27","35",1,"FRA"
"29","35",8,"FRA"
"30","35",15,"FRA"
"33","35",3,"FRA"
"1","36",78,"FRA"
"2","36",1,"FRA"
"3","36",36,"FRA"
"4","36",2,"FRA"
"6","36",4,"FRA"
"8","36",21,"FRA"
"10","36",3,"FRA"
"11","36",5,"FRA"
"12","36",3,"FRA"
"16","36",1,"FRA"
"18","36",2,"FRA"
"19","36",15,"FRA"
"20","36",3,"FRA"
"22","36",14,"FRA"
"23","36",2,"FRA"
"24","36",12,"FRA"
"25","36",2,"FRA"
"26","36",5,"FRA"
"27","36",20,"FRA"
"29","36",1,"FRA"
"1","37",15,"FRA"
"2","37",3,"FRA"
"3","37",5,"FRA"
"4","37",5,"FRA"
"5","37",1,"FRA"
"7","37",16,"FRA"
"8","37",7,"FRA"
"9","37",30,"FRA"
"10","37",7,"FRA"
"12","37",14,"FRA"
"13","37",3,"FRA"
"14","37",2,"FRA"
"15","37",61,"FRA"
"16","37",1,"FRA"
"17","37",1,"FRA"
"18","37",7,"FRA"
"19","37",1,"FRA"
"20","37",5,"FRA"
"21","37",19,"FRA"
"22","37",2,"FRA"
"24","37",1,"FRA"
"25","37",18,"FRA"
"26","37",7,"FRA"
"27","37",2,"FRA"
"29","37",7,"FRA"
"30","37",40,"FRA"
"33","37",5,"FRA"
"35","37",22,"FRA"
"1","38",30,"FRA"
"2","38",3,"FRA"
"3","38",15,"FRA"
"4","38",6,"FRA"
"5","38",3,"FRA"
"6","38",88,"FRA"
"7","38",3,"FRA"
"8","38",13,"FRA"
"9","38",3,"FRA"
"10","38",3,"FRA"
"11","38",2,"FRA"
"12","38",20,"FRA"
"14","38",1,"FRA"
"15","38",1,"FRA"
"18","38",4,"FRA"
"19","38",5,"FRA"
"20","38",8,"FRA"
"21","38",34,"FRA"
"22","38",1,"FRA"
"23","38",31,"FRA"
"24","38",6,"FRA"
"25","38",5,"FRA"
"27","38",2,"FRA"
"28","38",2,"FRA"
"29","38",2,"FRA"
"35","38",7,"FRA"
"1","39",7,"FRA"
"2","39",34,"FRA"
"3","39",1,"FRA"
"4","39",21,"FRA"
"5","39",21,"FRA"
"6","39",4,"FRA"
"7","39",17,"FRA"
"8","39",3,"FRA"
"9","39",7,"FRA"
"10","39",5,"FRA"
"11","39",1,"FRA"
"12","39",1,"FRA"
"13","39",14,"FRA"
"15","39",3,"FRA"
"16","39",1,"FRA"
"17","39",26,"FRA"
"19","39",9,"FRA"
"21","39",1,"FRA"
"23","39",5,"FRA"
"24","39",1,"FRA"
"26","39",2,"FRA"
"27","39",1,"FRA"
"28","39",7,"FRA"
"29","39",2,"FRA"
"33","39",1,"FRA"
"34","39",1,"FRA"
"36","39",10,"FRA"
"38","39",3,"FRA"
"1","40",12,"FRA"
"3","40",1,"FRA"
"6","40",3,"FRA"
"7","40",2,"FRA"
"8","40",20,"FRA"
"9","40",3,"FRA"
"10","40",2,"FRA"
"11","40",2,"FRA"
"12","40",4,"FRA"
"14","40",2,"FRA"
"17","40",1,"FRA"
"20","40",1,"FRA"
"21","40",2,"FRA"
"24","40",1,"FRA"
"25","40",1,"FRA"
"28","40",1,"FRA"
"29","40",1,"FRA"
"30","40",3,"FRA"
"33","40",1,"FRA"
"34","40",1,"FRA"
"38","40",1,"FRA"
"40","40",1,"FRA"
"1","41",2,"FRA"
"2","41",1,"FRA"
"3","41",4,"FRA"
"4","41",4,"FRA"
"5","41",34,"FRA"
"6","41",16,"FRA"
"7","41",4,"FRA"
"8","41",11,"FRA"
"10","41",1,"FRA"
"11","41",25,"FRA"
"12","41",1,"FRA"
"19","41",1,"FRA"
"27","41",1,"FRA"
"28","41",58,"FRA"
"29","41",1,"FRA"
"30","41",12,"FRA"
"31","41",5,"FRA"
"32","41",1,"FRA"
"35","41",17,"FRA"
"38","41",7,"FRA"
"39","41",2,"FRA"
"40","41",1,"FRA"
"1","42",52,"FRA"
"3","42",30,"FRA"
"6","42",4,"FRA"
"8","42",1,"FRA"
"9","42",1,"FRA"
"10","42",1,"FRA"
"11","42",7,"FRA"
"12","42",7,"FRA"
"13","42",1,"FRA"
"14","42",1,"FRA"
"17","42",1,"FRA"
"19","42",10,"FRA"
"20","42",7,"FRA"
"22","42",10,"FRA"
"24","42",9,"FRA"
"25","42",1,"FRA"
"26","42",6,"FRA"
"27","42",4,"FRA"
"29","42",1,"FRA"
"39","42",3,"FRA"
"1","43",19,"FRA"
"2","43",2,"FRA"
"3","43",10,"FRA"
"4","43",3,"FRA"
"6","43",2,"FRA"
"7","43",1,"FRA"
"8","43",8,"FRA"
"9","43",1,"FRA"
"10","43",4,"FRA"
"11","43",12,"FRA"
"12","43",10,"FRA"
"13","43",2,"FRA"
"14","43",1,"FRA"
"18","43",1,"FRA"
"19","43",48,"FRA"
"20","43",10,"FRA"
"21","43",12,"FRA"
"22","43",2,"FRA"
"23","43",6,"FRA"
"24","43",2,"FRA"
"25","43",3,"FRA"
"27","43",2,"FRA"
"28","43",1,"FRA"
"31","43",6,"FRA"
"32","43",1,"FRA"
"34","43",1,"FRA"
"35","43",14,"FRA"
"37","43",2,"FRA"
"40","43",1,"FRA"
"41","43",3,"FRA"
"43","43",6,"FRA"
"1","44",49,"FRA"
"3","44",18,"FRA"
"5","44",1,"FRA"
"6","44",4,"FRA"
"8","44",14,"FRA"
"10","44",2,"FRA"
"11","44",3,"FRA"
"12","44",4,"FRA"
"19","44",2,"FRA"
"20","44",11,"FRA"
"21","44",1,"FRA"
"22","44",18,"FRA"
"23","44",1,"FRA"
"24","44",6,"FRA"
"25","44",1,"FRA"
"26","44",5,"FRA"
"27","44",10,"FRA"
"29","44",3,"FRA"
"32","44",1,"FRA"
"34","44",1,"FRA"
"39","44",3,"FRA"
"40","44",1,"FRA"
"1","45",5,"FRA"
"2","45",4,"FRA"
"3","45",17,"FRA"
"4","45",6,"FRA"
"5","45",3,"FRA"
"8","45",8,"FRA"
"9","45",3,"FRA"
"10","45",38,"FRA"
"11","45",1,"FRA"
"12","45",11,"FRA"
"13","45",11,"FRA"
"15","45",2,"FRA"
"17","45",4,"FRA"
"18","45",4,"FRA"
"19","45",1,"FRA"
"20","45",11,"FRA"
"22","45",5,"FRA"
"23","45",2,"FRA"
"24","45",2,"FRA"
"25","45",8,"FRA"
"26","45",6,"FRA"
"27","45",3,"FRA"
"29","45",7,"FRA"
"30","45",1,"FRA"
"31","45",2,"FRA"
"38","45",5,"FRA"
"39","45",6,"FRA"
"40","45",2,"FRA"
"44","45",1,"FRA"
"1","46",55,"FRA"
"3","46",22,"FRA"
"8","46",15,"FRA"
"11","46",3,"FRA"
"12","46",3,"FRA"
"18","46",3,"FRA"
"19","46",5,"FRA"
"20","46",9,"FRA"
"21","46",1,"FRA"
"22","46",9,"FRA"
"23","46",3,"FRA"
"24","46",3,"FRA"
"25","46",3,"FRA"
"26","46",6,"FRA"
"27","46",19,"FRA"
"29","46",4,"FRA"
"31","46",1,"FRA"
"32","46",1,"FRA"
"34","46",1,"FRA"
"39","46",1,"FRA"
"40","46",1,"FRA"
"44","46",1,"FRA"
"1","47",3,"FRA"
"2","47",1,"FRA"
"3","47",10,"FRA"
"4","47",2,"FRA"
"6","47",5,"FRA"
"7","47",1,"FRA"
"8","47",3,"FRA"
"11","47",15,"FRA"
"12","47",3,"FRA"
"13","47",1,"FRA"
"19","47",16,"FRA"
"20","47",7,"FRA"
"21","47",1,"FRA"
"23","47",1,"FRA"
"30","47",3,"FRA"
"31","47",9,"FRA"
"35","47",14,"FRA"
"38","47",13,"FRA"
"39","47",1,"FRA"
"43","47",6,"FRA"
"1","48",4,"FRA"
"2","48",10,"FRA"
"3","48",2,"FRA"
"4","48",9,"FRA"
"5","48",4,"FRA"
"6","48",4,"FRA"
"7","48",10,"FRA"
"9","48",6,"FRA"
"11","48",5,"FRA"
"12","48",4,"FRA"
"13","48",4,"FRA"
"14","48",3,"FRA"
"16","48",9,"FRA"
"17","48",3,"FRA"
"18","48",5,"FRA"
"20","48",5,"FRA"
"21","48",8,"FRA"
"22","48",1,"FRA"
"23","48",12,"FRA"
"25","48",8,"FRA"
"26","48",1,"FRA"
"27","48",3,"FRA"
"28","48",2,"FRA"
"30","48",1,"FRA"
"31","48",3,"FRA"
"32","48",2,"FRA"
"35","48",1,"FRA"
"37","48",3,"FRA"
"40","48",1,"FRA"
"41","48",8,"FRA"
"42","48",1,"FRA"
"43","48",4,"FRA"
"44","48",1,"FRA"
"45","48",1,"FRA"
"46","48",1,"FRA"
"47","48",2,"FRA"
"1","49",9,"FRA"
"2","49",11,"FRA"
"3","49",13,"FRA"
"4","49",7,"FRA"
"5","49",7,"FRA"
"9","49",1,"FRA"
"10","49",3,"FRA"
"12","49",15,"FRA"
"13","49",17,"FRA"
"15","49",3,"FRA"
"16","49",72,"FRA"
"17","49",8,"FRA"
"18","49",4,"FRA"
"19","49",1,"FRA"
"21","49",7,"FRA"
"22","49",2,"FRA"
"23","49",14,"FRA"
"24","49",2,"FRA"
"25","49",13,"FRA"
"28","49",1,"FRA"
"29","49",2,"FRA"
"31","49",16,"FRA"
"36","49",1,"FRA"
"38","49",12,"FRA"
"41","49",2,"FRA"
"1","50",13,"FRA"
"2","50",6,"FRA"
"3","50",5,"FRA"
"4","50",14,"FRA"
"5","50",4,"FRA"
"6","50",5,"FRA"
"7","50",2,"FRA"
"8","50",5,"FRA"
"9","50",6,"FRA"
"10","50",5,"FRA"
"11","50",35,"FRA"
"12","50",13,"FRA"
"13","50",9,"FRA"
"14","50",9,"FRA"
"15","50",1,"FRA"
"17","50",4,"FRA"
"18","50",5,"FRA"
"19","50",11,"FRA"
"20","50",1,"FRA"
"21","50",6,"FRA"
"22","50",1,"FRA"
"23","50",8,"FRA"
"25","50",6,"FRA"
"26","50",3,"FRA"
"28","50",2,"FRA"
"29","50",3,"FRA"
"30","50",3,"FRA"
"31","50",1,"FRA"
"32","50",4,"FRA"
"34","50",6,"FRA"
"35","50",4,"FRA"
"36","50",2,"FRA"
"41","50",4,"FRA"
"42","50",1,"FRA"
"44","50",1,"FRA"
"45","50",1,"FRA"
"46","50",2,"FRA"
"47","50",11,"FRA"
"1","51",15,"FRA"
"2","51",5,"FRA"
"3","51",7,"FRA"
"4","51",13,"FRA"
"5","51",3,"FRA"
"7","51",15,"FRA"
"8","51",4,"FRA"
"9","51",10,"FRA"
"10","51",5,"FRA"
"12","51",9,"FRA"
"13","51",15,"FRA"
"14","51",3,"FRA"
"15","51",1,"FRA"
"17","51",7,"FRA"
"18","51",5,"FRA"
"19","51",2,"FRA"
"20","51",3,"FRA"
"21","51",5,"FRA"
"22","51",2,"FRA"
"23","51",2,"FRA"
"24","51",2,"FRA"
"25","51",3,"FRA"
"26","51",4,"FRA"
"27","51",2,"FRA"
"29","51",3,"FRA"
"30","51",3,"FRA"
"34","51",1,"FRA"
"37","51",1,"FRA"
"38","51",1,"FRA"
"39","51",1,"FRA"
"40","51",1,"FRA"
"41","51",1,"FRA"
"43","51",1,"FRA"
"50","51",1,"FRA"
"1","52",2,"FRA"
"2","52",2,"FRA"
"3","52",1,"FRA"
"4","52",5,"FRA"
"5","52",3,"FRA"
"6","52",5,"FRA"
"8","52",1,"FRA"
"11","52",1,"FRA"
"12","52",2,"FRA"
"13","52",2,"FRA"
"14","52",1,"FRA"
"15","52",1,"FRA"
"18","52",1,"FRA"
"19","52",99,"FRA"
"20","52",1,"FRA"
"23","52",2,"FRA"
"25","52",1,"FRA"
"27","52",1,"FRA"
"28","52",36,"FRA"
"31","52",1,"FRA"
"34","52",1,"FRA"
"37","52",1,"FRA"
"41","52",3,"FRA"
"43","52",1,"FRA"
"49","52",1,"FRA"
"51","52",1,"FRA"
"1","53",8,"FRA"
"2","53",1,"FRA"
"3","53",9,"FRA"
"4","53",7,"FRA"
"5","53",1,"FRA"
"6","53",12,"FRA"
"7","53",5,"FRA"
"8","53",12,"FRA"
"9","53",4,"FRA"
"10","53",1,"FRA"
"11","53",3,"FRA"
"12","53",1,"FRA"
"13","53",4,"FRA"
"14","53",5,"FRA"
"15","53",1,"FRA"
"17","53",3,"FRA"
"18","53",1,"FRA"
"19","53",22,"FRA"
"20","53",5,"FRA"
"21","53",4,"FRA"
"22","53",2,"FRA"
"24","53",2,"FRA"
"25","53",1,"FRA"
"27","53",3,"FRA"
"28","53",8,"FRA"
"29","53",7,"FRA"
"30","53",2,"FRA"
"32","53",2,"FRA"
"37","53",1,"FRA"
"38","53",2,"FRA"
"41","53",2,"FRA"
"42","53",1,"FRA"
"43","53",1,"FRA"
"45","53",4,"FRA"
"48","53",2,"FRA"
"49","53",1,"FRA"
"50","53",1,"FRA"
"51","53",2,"FRA"
"52","53",1,"FRA"
"1","54",3,"FRA"
"2","54",7,"FRA"
"3","54",7,"FRA"
"4","54",14,"FRA"
"5","54",14,"FRA"
"6","54",18,"FRA"
"7","54",11,"FRA"
"8","54",3,"FRA"
"9","54",2,"FRA"
"10","54",3,"FRA"
"12","54",6,"FRA"
"13","54",14,"FRA"
"14","54",1,"FRA"
"15","54",1,"FRA"
"16","54",4,"FRA"
"17","54",12,"FRA"
"18","54",4,"FRA"
"20","54",4,"FRA"
"21","54",1,"FRA"
"22","54",3,"FRA"
"23","54",2,"FRA"
"24","54",1,"FRA"
"25","54",2,"FRA"
"26","54",3,"FRA"
"29","54",1,"FRA"
"30","54",1,"FRA"
"32","54",3,"FRA"
"34","54",1,"FRA"
"36","54",1,"FRA"
"38","54",1,"FRA"
"41","54",5,"FRA"
"46","54",1,"FRA"
"47","54",2,"FRA"
"48","54",1,"FRA"
"51","54",1,"FRA"
"52","54",1,"FRA"
"1","55",22,"FRA"
"2","55",1,"FRA"
"3","55",10,"FRA"
"4","55",1,"FRA"
"5","55",1,"FRA"
"6","55",1,"FRA"
"7","55",33,"FRA"
"8","55",8,"FRA"
"9","55",17,"FRA"
"10","55",3,"FRA"
"11","55",4,"FRA"
"12","55",3,"FRA"
"13","55",2,"FRA"
"18","55",1,"FRA"
"19","55",4,"FRA"
"20","55",1,"FRA"
"22","55",2,"FRA"
"23","55",1,"FRA"
"24","55",3,"FRA"
"25","55",3,"FRA"
"26","55",5,"FRA"
"27","55",4,"FRA"
"29","55",1,"FRA"
"31","55",1,"FRA"
"33","55",11,"FRA"
"34","55",1,"FRA"
"37","55",2,"FRA"
"39","55",5,"FRA"
"40","55",2,"FRA"
"46","55",2,"FRA"
"51","55",1,"FRA"
"1","56",34,"FRA"
"3","56",12,"FRA"
"5","56",1,"FRA"
"8","56",10,"FRA"
"10","56",2,"FRA"
"11","56",1,"FRA"
"12","56",3,"FRA"
"19","56",3,"FRA"
"20","56",6,"FRA"
"21","56",6,"FRA"
"22","56",9,"FRA"
"23","56",1,"FRA"
"24","56",8,"FRA"
"25","56",1,"FRA"
